properties{
  x = 976,
  y = 1920,
  width = 976,
  height = 960,
  min_layer = 0,
  max_layer = 2,
  tileset = "out/outside_main",
  music = "overworld",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 976,
  height = 960,
  pattern = "1500",
}

tile{
  layer = 0,
  x = 216,
  y = 56,
  width = 16,
  height = 16,
  pattern = "963",
}

tile{
  layer = 0,
  x = 216,
  y = 40,
  width = 16,
  height = 16,
  pattern = "960",
}

tile{
  layer = 0,
  x = 216,
  y = 24,
  width = 16,
  height = 16,
  pattern = "955",
}

tile{
  layer = 0,
  x = 232,
  y = 56,
  width = 752,
  height = 16,
  pattern = "957",
}

tile{
  layer = 0,
  x = 232,
  y = 40,
  width = 752,
  height = 16,
  pattern = "958",
}

tile{
  layer = 0,
  x = -40,
  y = 72,
  width = 64,
  height = 16,
  pattern = "957",
}

tile{
  layer = 0,
  x = -40,
  y = 56,
  width = 64,
  height = 16,
  pattern = "958",
}

tile{
  layer = 0,
  x = 24,
  y = 56,
  width = 16,
  height = 16,
  pattern = "961",
}

tile{
  layer = 0,
  x = 24,
  y = 40,
  width = 16,
  height = 16,
  pattern = "956",
}

tile{
  layer = 0,
  x = 40,
  y = 56,
  width = 16,
  height = 16,
  pattern = "962",
}

tile{
  layer = 0,
  x = 24,
  y = 72,
  width = 16,
  height = 16,
  pattern = "962",
}

tile{
  layer = 0,
  x = 40,
  y = 40,
  width = 16,
  height = 16,
  pattern = "966",
}

tile{
  layer = 0,
  x = 40,
  y = -40,
  width = 16,
  height = 80,
  pattern = "974",
}

tile{
  layer = 0,
  x = 432,
  y = 64,
  width = 32,
  height = 16,
  pattern = "942",
}

tile{
  layer = 0,
  x = 432,
  y = 48,
  width = 32,
  height = 16,
  pattern = "941",
}

tile{
  layer = 0,
  x = 400,
  y = 104,
  width = 16,
  height = 16,
  pattern = "956",
}

tile{
  layer = 0,
  x = 384,
  y = 120,
  width = 16,
  height = 16,
  pattern = "956",
}

tile{
  layer = 0,
  x = 368,
  y = 136,
  width = 16,
  height = 16,
  pattern = "956",
}

tile{
  layer = 0,
  x = 480,
  y = 104,
  width = 16,
  height = 16,
  pattern = "955",
}

tile{
  layer = 0,
  x = 496,
  y = 120,
  width = 16,
  height = 16,
  pattern = "955",
}

tile{
  layer = 0,
  x = 512,
  y = 136,
  width = 16,
  height = 16,
  pattern = "955",
}

tile{
  layer = 0,
  x = 408,
  y = 72,
  width = 8,
  height = 32,
  pattern = "972",
}

tile{
  layer = 0,
  x = 400,
  y = 72,
  width = 8,
  height = 32,
  pattern = "1011",
}

tile{
  layer = 0,
  x = 488,
  y = 72,
  width = 8,
  height = 32,
  pattern = "1012",
}

tile{
  layer = 0,
  x = 480,
  y = 72,
  width = 8,
  height = 32,
  pattern = "977",
}

tile{
  layer = 0,
  x = 416,
  y = 72,
  width = 16,
  height = 48,
  pattern = "974",
}

tile{
  layer = 0,
  x = 464,
  y = 72,
  width = 16,
  height = 48,
  pattern = "975",
}

tile{
  layer = 0,
  x = 400,
  y = 120,
  width = 16,
  height = 16,
  pattern = "961",
}

tile{
  layer = 0,
  x = 384,
  y = 136,
  width = 16,
  height = 16,
  pattern = "961",
}

tile{
  layer = 0,
  x = 480,
  y = 120,
  width = 16,
  height = 16,
  pattern = "960",
}

tile{
  layer = 0,
  x = 496,
  y = 136,
  width = 16,
  height = 16,
  pattern = "960",
}

tile{
  layer = 0,
  x = 416,
